index,countryCode,countryName,cityCode,urbanAgglomeration,latitude,longitude,radius,yearMotorway,yearHST
489,156,China,20728,Xiaogan,30.925566,113.91746,NA,NA,NA
490,156,China,20733,Xinghua,32.937332,119.838732,NA,NA,NA
491,156,China,23797,Xingning,24.145484,115.725321,NA,NA,NA
492,156,China,20734,Xingtai,37.06306,114.49417,NA,NA,NA
493,156,China,23912,Xingyang,34.791577,113.383427,NA,NA,NA
494,156,China,20735,Xingyi Guizhou,25.09446,104.898285,NA,NA,NA
495,156,China,20736,Xining,36.61667,101.76667,NA,NA,NA
496,156,China,23914,Xinmi,34.535524,113.389003,NA,NA,NA
497,156,China,20738,Xintai,35.90056,117.75194,NA,NA,NA
498,156,China,20739,Xinxiang,35.298867,113.901477,NA,NA,NA
499,156,China,20740,Xinyang,32.128856,114.074643,NA,NA,NA
500,156,China,20741,Xinyi,34.366827,118.343018,NA,NA,NA
501,156,China,23793,Xinyi,22.358519,110.93875800000001,NA,NA,NA
502,156,China,20742,Xinyu,27.80429,114.93335,NA,NA,NA
503,156,China,23792,Xinzheng,34.398508,113.736824,NA,NA,NA
504,156,China,20743,Xinzhou,38.417329,112.733107,NA,NA,NA
505,156,China,23916,Xuancheng,30.948973,118.752396,NA,NA,NA
506,156,China,20745,Xuchang,34.01667,113.81667,NA,NA,NA
507,156,China,20746,Xuzhou,34.263685,117.186605,NA,NA,NA
508,156,China,20749,Yanan,36.596722,109.483756,NA,NA,NA
509,156,China,20750,Yancheng Jiangsu,33.356867,120.155148,NA,NA,NA
510,156,China,20751,Yangjiang,21.861445,111.956303,NA,NA,NA
511,156,China,20752,Yangquan,37.85578,113.582568,NA,NA,NA
512,156,China,20753,Yangzhou,32.391492,119.423807,NA,NA,NA
513,156,China,20754,Yanji,42.9075,129.50778,NA,NA,NA
515,156,China,20755,Yantai,37.465087,121.437152,NA,NA,NA
516,156,China,20756,Yibin,28.76667,104.62383,NA,NA,NA
517,156,China,20757,Yichang,30.71444,111.28472,NA,NA,NA
518,156,China,20758,Yichun Heilongjiang,47.724475,128.83367,NA,NA,NA
519,156,China,20759,Yichun Jiangxi,27.806158,114.389221,NA,NA,NA
520,156,China,20761,Yinchuan,38.46806,106.27306,NA,NA,NA
521,156,China,23922,Yingde,24.197408,113.405468,NA,NA,NA
522,156,China,20763,Yingkou,40.66482,122.22833,NA,NA,NA
523,156,China,20765,Yining,43.919634,81.316125,NA,NA,NA
524,156,China,20766,Yiwu,29.31506,120.07676,NA,NA,NA
525,156,China,20767,Yixing,31.359926,119.776306,NA,NA,NA
526,156,China,20768,Yiyang Hunan,28.566585,112.348737,NA,NA,NA
527,156,China,23788,Yongcheng,33.93177,116.44338,NA,NA,NA
528,156,China,23785,Yongkang,28.903339,120.032761,NA,NA,NA
529,156,China,20771,Yongzhou,26.435132,111.606348,NA,NA,NA
530,156,China,23784,Yuanjiang,28.843025,112.364162,NA,NA,NA
531,156,China,23891,Yueqing,28.1194,120.9612,NA,NA,NA
532,156,China,20773,Yueyang,29.372239,113.115285,NA,NA,NA
533,156,China,20774,Yulin Guangxi,22.633869,110.153301,NA,NA,NA
534,156,China,20775,Yulin Shaanxi,38.28384,109.731486,NA,NA,NA
535,156,China,20777,Yuncheng,35.02306,110.99278,NA,NA,NA
536,156,China,23780,Yushu,44.824348,126.551011,NA,NA,NA
537,156,China,20778,Yuxi,24.3567,102.539544,NA,NA,NA
539,156,China,20782,Zaoyang,32.12722,112.75417,NA,NA,NA
540,156,China,20783,Zaozhuang,34.86472,117.55417,NA,NA,NA
541,156,China,23779,Zengcheng,23.294152,113.825552,NA,NA,NA
542,156,China,20785,Zhangjiagang,31.865,120.53889,NA,NA,NA
543,156,China,20784,Zhangjiakou,40.81,114.87944,NA,NA,NA
544,156,China,23775,Zhangqiu,36.701031,117.52711,NA,NA,NA
545,156,China,20787,Zhangye,38.93417,100.45167,NA,NA,NA
546,156,China,20788,Zhangzhou,24.5133,117.6556,NA,NA,NA
547,156,China,20789,Zhanjiang,21.266159,110.359639,NA,NA,NA
548,156,China,20790,Zhaodong,46.066829,125.989643,NA,NA,NA
